Code	Title	EngTitle	Url	Lang	ParentCode	DataBaseName	TableId	KeyWords	IconUrl	AboutUs	AboutUsEng	ShowInHome	OrderInHome
09.01	عدد الهويات المقدسية التي تم سحبها من قبل سلطات الاحتلال 	No. of Jerusalem IDs, which were revoked by the Israeli occupation authorities			09				/NSMS//Resources/Images/ind.png	 هي بطاقات الهوية الإسرائيلية التي قامت إسرائيل بإلغاء صلاحيتها للمواطنين المقدسيين وذلك يعني حرمانهم من حق الإقامة في القدس حسب القوانين الإسرائيلية.	This term refers to the (Israeli) identity cards revoked from Palestinian Jerusalemites by the Israeli authorities, which implies denying them their right to reside in Jerusalem according to the Israeli laws. 		
09.01.01	عدد الهويات المقدسية التي تم سحبها من قبل سلطات الاحتلال	No. of Jerusalem IDs, which were revoked by the Israeli occupation authorities			09.01	MS	090101.px		/NSMS//Resources/Images/tblIcon.png				
09.02	عدد المعتقلين الفلسطينيين	Number of Palestinian war prisoners			09				/NSMS//Resources/Images/ind.png	كل اسير يقبع في سجون الاحتلال على خلفية مشاركته في النضال ضد الاحتلال	Each and every person detained in Israel occupation prisons based on his/ her participation in the struggle against the occupation .		
09.02.01	عدد المعتقلين الفلسطينيين	Number of Palestinian war prisoners			09.02	MS	090201.px		/NSMS//Resources/Images/tblIcon.png				
09.03	عدد الشهداء 	Number of martyrs			09				/NSMS//Resources/Images/ind.png	هم الأشخاص الذين قضوا في سبيل الدين والوطن والشرف على أيدي الاحتلال وأحلافه، سواء كان عن طريق إطلاق النار أو نتيجة الخنق أو التعذيب أو الدهس المتعمد أو استخدام الآلات الحادة، وغيرها من الطرق.	The persons killed for the sake of religion, homeland and honour by the Israeli occupation forces and their allies, whether by fire shooting, strangulation and choking, or running over by vehicles; use of sharp tools, etc.		
09.03.01	عدد الشهداء 	Number of martyrs			09.03	MS	090301.px		/NSMS//Resources/Images/tblIcon.png				
09.04	عدد المنازل التي هدمت 	The number of houses that were demolished			09				/NSMS//Resources/Images/ind.png	هي كافة المباني التي يملكها أو يستخدمها الفلسطينيون لأغراض السكن، ويتم هدمها من قبل سلطات الاحتلال الاسرائيلي في سياق العقوبات وسياسة التمييز العنصري ضد المواطن العربي الفلسطيني في فلسطين والقدس، وتحت ذرائع متعددة مثل عدم الترخيص، أو كعقوبة للنشاط السياسي..  ألخ.	All buildings owned or used by Palestinians for residential purposes and demolished by the Israeli authorities as part of the punishment and racial discrimination policy directed towards the Arab citizen in Palestine and Jerusalem under different pretexts, i.e. un-licensing or punishment for political activity, etc. 		
09.04.01	عدد المنازل التي هدمت في الاراضي الفلسطينية بسبب عدم الترخيص	The number of houses that were demolished in Palestine as an un-licensing			09.04	MS	090401.px		/NSMS//Resources/Images/tblIcon.png				
09.05	عدد المواقع الاستعمارية 	Number of Israeli settlements			09				/NSMS//Resources/Images/ind.png	هو موقع يشمل المستعمرات والبؤر الاستعمارية والمستعمرات العسكرية وشبه العسكرية والمستعمرات الزراعية والمناطق الصناعية، ومعسكرات الجيش الإسرائيلي.	Includes settlements, outposts, military settlements, semi-military settlements, agricultural settlements, Israeli industrial areas and Israeli military bases.		
09.05.01	عدد المواقع الاستعمارية في الضفة الغربية	Number of Israeli settlements in the West Bank			09.05	MS	090501.px		/NSMS//Resources/Images/tblIcon.png				
09.06	عدد المستعمرين الاسرائيليين في الضفة الغربية	Number of Israeli Settlers 			09				/NSMS//Resources/Images/ind.png	هم سكان المواقع التي تشمل المستعمرات والبؤر الاستعمارية والمستعمرات العسكرية وشبه العسكرية والمستعمرات الزراعية والمناطق الصناعية، ومعسكرات الجيش الإسرائيلي.	Includes all population in settlements, outposts, military settlements, semi-military settlements, agricultural settlements, Israeli industrial areas and Israeli military bases.		
09.06.01	عدد المستعمرين الاسرائيليين في الضفة الغربية	Number of Israeli Settlers in the West Bank			09.06	MS	090601.px		/NSMS//Resources/Images/tblIcon.png				
10	العمل	Labour 										1	5
10.01	نسبة المشاركة في القوى العاملة 	Labour Force Participation Rate			10				/NSMS//Resources/Images/ind.png	تشمل هذه المجموعة جميع الأفراد الذين ينتمون لسن العمل وينطبق عليهم مفهوم العمالة أو البطالة.	The economically active population (Labour Force) consists of all persons 15 years and over who are either employed or unemployed as defined above at the time of survey.		
10.01.01	 نسبة المشاركة في القوى العاملة للأفراد 15 سنة فأكثر في فلسطين حسب المنطقة والمحافظة والجنس	Labour Force Participation Rate of Persons Aged 15 Years and Over in Palestine by Governorate , Region and Sex			10.01	MS	100101.px		/NSMS//Resources/Images/tblIcon.png				
10.01.02	 نسبة المشاركة في القوى العاملة للأفراد 15 سنة فأكثر في فلسطين حسب المنطقة والمحافظة والمستوى التعليمي 	Labour Force Participation Rate of Persons Aged 15 Years and Over in Palestine by Governorate , Region and Educational Qualification			10.01	MS	100102.px		/NSMS//Resources/Images/tblIcon.png				
10.02	معدل البطالة 	Unemployment Rate			10				/NSMS//Resources/Images/ind.png	تشمل هذه الفئة جميع الأفراد الذين ينتمون لسن العمل (15 سنة فأكثر) ولم يعملوا أبداً خلال فترة الإسناد في أي نوع من الأعمال، وكانوا خلال هذه الفترة مستعدين للعمل وقاموا بالبحث عنه بإحدى الطرق مثل مطالعة الصحف، التسجيل في مكاتب الاستخدام، سؤال الأصدقاء والأقارب أو غير ذلك من الطرق.	Unemployed persons are those individuals aged 15 years and above who did not work at all during the reference period, who were not absent from a job, were available for work and actively seeking a job during the reference period by one of the following methods news paper, registered at employment office, ask friends or relatives or any other method.		
10.02.01	معدل البطالة من الأفراد 15 سنة فأكثر المشاركين في القوى العاملة في فلسطين حسب المنطقة والمحافظة والجنس	Unemployment rate among participants in the Labour Force Aged 15 Years and Over in Palestine by Governorate , Region and Sex			10.02	MS	100201.px		/NSMS//Resources/Images/tblIcon.png				
10.02.02	معدل البطالة من الأفراد 15 سنة فأكثر المشاركين في القوى العاملة حسب المنطقة والمحافظة والمستوى التعليمي	Unemployment rate among participants in the Labour Force Aged 15 Years and Over in Palestine by Governorate  Region and Educational Qualification			10.02	MS	100202.px		/NSMS//Resources/Images/tblIcon.png				
10.02.03	معدل البطالة من الأفراد 15 سنة فأكثر المشاركين في القوى العاملة حسب المنطقة والمحافظة والفئة العمرية	Unemployment rate among participants in the Labour Force Aged 15 Years and Over in Palestine by Governorate  Region and Age Group			10.02	MS	100203.px		/NSMS//Resources/Images/tblIcon.png				
10.02.04	 معدل البطالة بين المشاركين في القوى العاملة الخريجين الحاصلين على مؤهل علمي دبلوم متوسط فأعلى حسب المنطقة والمحافظة وسنة التخرج	Unemployment rate among participants in the Labour Force   who hold  Associated Diploma and above  in Palestine by Years of graduation, Governorate and Region			10.02	MS	100204.px		/NSMS//Resources/Images/tblIcon.png				
10.03	نسبة العاملين 	Percentage  of employed persons 			10				/NSMS//Resources/Images/ind.png	هو الفرد الذي عمره 15 سنة فأكثر والذي باشر عملاً معينا ولو لساعة واحدة خلال فترة الاسناد الزمني سواء كان لحساب الغير بأجر أو لحسابه أو بدون أجر في مصلحة للعائلة.	Persons aged 15 years and over who were  at work at  least one hour during the reference week, or who were not at work during the reference week, but held a job or owned business from which they were temporarily absent (because of illness, vacation, temporarily stoppage, or any other reason).		
10.03.01	نسبة العاملين للأفراد 15 سنة فأكثر في فلسطين حسب المنطقة والمحافظة والجنس	Percentage of Employed Persons Aged 15 Years and Above in Palestine by Governorate , Region and Sex			10.03	MS	100301.px		/NSMS//Resources/Images/tblIcon.png				
10.03.02	نسبة العاملين للأفراد 15 سنة فأكثر في فلسطين حسب المنطقة والمستوى التعليمي	Percentage of employed persons by region and education level			10.03	MS	100302.px		/NSMS//Resources/Images/tblIcon.png				
10.03.03	التوزيع النسبي للعاملين للأفراد 15 سنة فأكثر في فلسطين حسب المنطقة والمستوى التعليمي	Percentage Distribution of Employed Persons Aged 15 Years and Above in Palestine  by  Educational Qualification and Sex			10.03	MS	100303.px		/NSMS//Resources/Images/tblIcon.png				
10.03.04	التوزيع النسبي للعاملين  15 سنة فأكثر في فلسطين حسب المحافظة والنشاط الاقتصادي	Percentage Distribution of Employed Persons Aged 15 Years and Above in Palestine by Economic Activity and Governorate 			10.03	MS	100304.px		/NSMS//Resources/Images/tblIcon.png				
10.03.05	نسبة العاملين  15 سنة فأكثر حسب المنطقة والفئة العمرية	Percentage of Employed Persons Aged 15 Years and Above by Age Group and Region			10.03	MS	100305.px		/NSMS//Resources/Images/tblIcon.png				
10.03.06	التوزيع النسبي للعاملين  15 سنة فأكثر حسب المنطقة والفئة العمرية	Percentage Distribution of Employed Persons Aged 15 Years and Above by Age Group and Region			10.03	MS	100306.px		/NSMS//Resources/Images/tblIcon.png				
10.03.07	التوزيع النسبي للعاملين 15 سنة فأكثر  حسب المنطقة ومكان العمل	Percentage Distribution of Employed Persons Aged 15 Years and Above by Age Group and Region			10.03	MS	100307.px		/NSMS//Resources/Images/tblIcon.png				
10.03.08	التوزيع النسبي للعاملين  15 سنة فأكثر حسب المحافظة والحالة العملية 	Percentage Distribution of Employed Persons Aged 15 Years and Above by Employment Status and Governorate 			10.03	MS	100308.px		/NSMS//Resources/Images/tblIcon.png				
10.04	معدل الأجر اليومي بالشيكل	Average Daily Wage in NIS for wage employees 			10				/NSMS//Resources/Images/ind.png	الأجر النقدي الصافي المدفوع للمستخدمين بأجر من قبل أصحاب العمل.  والأجور المشار اليها في هذا المسح هي أجور المستخدمين معلومي الأجر فقط (حيث أن هذا المسح يجرى بالانابة).كما أنه يتم جمع بيانات حول الأجر حسب العملة التي يتعامل بها المستخدمين بأجر (دينار، شيكل، دولار) وفي هذا التقرير يتم احتسابها بالشيكل بناء على معدل سعر الصرف في نفس فترة المسح.	Cash net wage paid to the wage employee from the employer. Wages received in different currencies are converted into New Israeli Shekels according to the exchange rate in the survey period		
10.04.01	معدل الاجر اليومي بالشيكل للمستخدمين في فلسطين حسب المنطقة والمحافظة والجنس	Average Daily Wage in NIS for Wage Employees in Palestine by Sex, Governorate and Region			10.04	MS	100401.px		/NSMS//Resources/Images/tblIcon.png				
10.04.02	 معدل الاجر اليومي بالشيكل للمستخدمين بأجر في فلسطين حسب المنطقة والمحافظة والمستوى التعليمي	Average Daily Wage in NIS for Wage Employees in Palestine by Educational Qualification, Governorate and Region			10.04	MS	100402.px		/NSMS//Resources/Images/tblIcon.png				
10.05	العمالة غير المنظمة	Informal Employment			10				/NSMS//Resources/Images/ind.png	جميع الوظائف في القطاع غير المنظم، بالإضافة الى العاملون لحسابهم الخاص الذين هم المنتجون للاستخدام النهائي الخاص بهم؛ والعاملون لحسابهم الخاص الذين هم المنتجون للبيع أو المقايضة الذين يعملون في القطاع غير المنظم؛ وأصحاب العمل في القطاع غير المنظم؛ وجميع العاملين في مشاريع أسرية كأعضاء أسرة بدون أجر؛ والمستخدمين العاملين في القطاع غير المنظم؛ والمستخدمين الذين يعملون بسكل غير منظم في مؤسسات القطاع الرسمي أي الذين لا يتوفر لهم أي من مؤشرات الحماية الاجتماعية (مكافأ نهاية الخدمة أو تقاعد، إجازات سنوية مدفوعة الأجر أو إجازات مرضية ).	All jobs in informal sector plus all jobs of informal nature in other sectors of the economy. In addition to Own-account workers who are producers for own final use only,Own-account workers who are producers for sale or barter working in informal sector,employers working in informal sector, all contributing family workers ,employees working in the informal sector, employees with informal jobs in the formal sector enterprises and unincorporated private enterprises engaged in non-market production.		
10.05.01	التوزيع النسبي للعاملين عمالة غير منظمة  15 سنة فأكثر في فلسطين حسب الجنس والنشاط الاقتصادي والمنطقة	Percentage Distribution of Informal Employment Persons Aged 15 Years and Above by Economic Activity , Sex and  Region			10.05	MS	100501.px		/NSMS//Resources/Images/tblIcon.png				
10.06	نسبة العمالة إلى السكان	Employment-to-population ratio 			10				/NSMS//Resources/Images/ind.png	عدد الافراد العاملين 15 سنة فاكثر من  مجموع السكان 15 سنة فأكثر	All jobs in informal sector plus all jobs of informal nature in other sectors of the economy. The distinct categories of jobs considered relevant for measuring informal employment are:		
10.06.01	التوزيع النسبي للعاملين عمالة غير منظمة 15 سنة فأكثر في فلسطين حسب المنطقة	Percentage distribution of unregulated labor workers 15 years and over in Palestine by region			10.06	MS	100601.px		/NSMS//Resources/Images/tblIcon.png				
10.07	نسبة العاملين لحسابهم الخاص والعاملين من أفراد الأسرة غير مدفوعين الاجر من مجموع العاملين	Proportion of own-account and contributing family workers in total employment			10				/NSMS//Resources/Images/ind.png				
10.07.01	نسبة العاملين لحسابهم الخاص والعاملين من أفراد الأسرة المساهمين في نفقاتها إلى مجموع العاملين حسب المنطقة	Proportion of own-account and contributing family workers in total employment by Region			10.07	MS	100701.px		/NSMS//Resources/Images/tblIcon.png				
10.08	حصة النساء من الوظائف المدفوعة الأجر في القطاع غير الزراعي	Share of women in paid jobs in the non-agricultural sector			10				/NSMS//Resources/Images/ind.png	نسبة النساء العاملات في الوظائف مدفوعة الاجر   وغير الزراعية 	Percentage of wage employees in the non-agriculture sector (other sectors) who are women		
10.08.01	حصة النساء من الوظائف المدفوعة الأجر في القطاع غير الزراعي حسب المنطقة	Share of women in paid jobs in the non-agricultural sector by Region			10.08	MS	100801.px		/NSMS//Resources/Images/tblIcon.png				
11	الحسابات القومية 	National Accounts										1	6
11.01	قيمة الناتج المحلي الإجمالي 	Value of Gross Domestic Product  (GDP)			11				/NSMS//Resources/Images/ind.png	مقياساً تجميعياً للإنتاج الذي يتم خلال فترة زمنية محددة بالأسعار الثابتة.  وبشكل مشابه للإنتاج والقيمة المضافة يمكن أن يختلف تقييم الناتج المحلي الإجمالي وفقاً لما يؤخذ في الاعتبار من ضرائب وإعانات.  ويقدر عادة الناتج المحلي الإجمالي بأسعار السوق أو أسعار المنتجين أو الأسعار الأساسية. ولتقدير الناتج المحلي الإجمالي، هناك ثلاثة طرق: طريقة الإنتاج وطريقة الإنفاق وطريقة الدخل.	It is a measure of the value created by the productive activity of resident institutional units during a certain period in time. Estimate of GDP, like the output and the value added, can vary according to taxes and subsidies taken into consideration. GDP is usually estimated at market prices, producers’ prices, or basic prices.		
11.01.01	اجمالي القيمة المضافة حسب النشاط الاقتصادي والمنطقة	Gross Value Added by region and economic activity			11.01	MS	110101.px		/NSMS//Resources/Images/tblIcon.png				
11.02	نصيب الفرد من الناتج المحلي الإجمالي 	GDP per capita at constant prices			11				/NSMS//Resources/Images/ind.png	قسمة الناتج المحلي الاجمالي بالأسعار الثابتة لسنة معينة على عدد السكان في منتصف السنة	It is a measure of the value of Gross Domestic Product per capita it measured by Divide value of GDP at constant prices in specific year by total population in the mid of the same year		
11.02.01	 نصيب الفرد من الناتج المحلي الاجمالي حسب المنطقة  بالاسعار الثابتة: سنة الأساس 2004 	GDP Per Capital by Region at Constant Prices: 2004 is The Base Year			11.02	MS	110201.px		/NSMS//Resources/Images/tblIcon.png				
11.03	معدل النمو الاقتصادي  حسب المنطقة والنشاط الاقتصادي	Growth Rate of Gross Domestic Product prices instead Growth Rate of Gross Domestic Product 			11				/NSMS//Resources/Images/ind.png	مؤشر يقيس حجم نمو (أو تراجع) الناتج المحلي الإجمالي بالأسعار الثابتة خلال عامين ويقاس بقسمة الناتج المحلي للسنة الحالية على الناتج المحلي للسنة الماضية ويطرح واحد من النتيجة	It is a measure of the growth (or decline) of Gross Domestic Product  at constant prices between two years, and measured by dividing the GDP for current year by the previous year		
11.03.01	 معدل النمو الاقتصادي حسب المنطقة والنشاط الاقتصادي  بالاسعار الثابتة 	Economic Growth by Region and Economic Activity at Constant Prices 			11.03	MS	110301.px		/NSMS//Resources/Images/tblIcon.png				
11.04	الدخل القومي الاجمالي 	Gross National Income (GNI) 			11				/NSMS//Resources/Images/ind.png	مؤشر يقيس القيمة الكلية للدخل الاولي المتولد للمقيمين من العمل ورأس المال المكتسب من المقيمين اضافة إلى الضرائب مطروحاً منها الاعانات على الانتاج والواردات التي تحصل من الحكومة. ويقاس بالأسعار الثابتة	It is a measures of the gross value of the initial earned income of residents. It is the income incurred by carrying out production activities or by owning financial assets or land or subsoil assets.		
11.04.01	الدخل القومي الاجمالي حسب المنطقة بالاسعار الثابتة	Gross National Income by Region at Constant Pricse			11.04	MS	110401.px		/NSMS//Resources/Images/tblIcon.png				
11.05	نصيب الفرد من الدخل القومي الاجمالي 	 Gross National Income per capita 			11				/NSMS//Resources/Images/ind.png	قسمة الدخل القومي الإجمالي بالأسعار الثابتة لسنة معينة على عدد السكان في منتصف السنة.	It is a measure of the value of Gross National Income per capita it measured by Divide value of Gross National Income at constant prices in specific year by total population in the mid of the same year		
11.05.01	نصيب الفرد من الدخل القومي الاجمالي حسب المنطقة بالاسعار الثابتة  	Gross National Income Per Capital by Region at Constant Prices 			11.05	MS	110501.px		/NSMS//Resources/Images/tblIcon.png				
11.06	 صافي التحويلات الجارية من الخارج	Net Current Transfers			11				/NSMS//Resources/Images/ind.png	هي التدفقات النقدية أو العينية من جهة إلى أخرى، ويتوجب أن تكون ذات طبيعة جارية أي تؤثر على مستوى الاستهلاك لكلتا الجهتين المانحة والمتلقية للمنح.	Refers to cash and in-kind flows between two sides, Under current transfers are recorded flows of a current nature, i.e. they should affect the level of consumption of both the donor and the recipient		
11.06.01	صافي التحويلات الجارية من الخارج حسب المنطقة بالأسعار الثابتة: سنة الأساس 2004	Net Current Transfers from Abroad by Region at Constant Prices: 2004 is the Base Year			11.06	MS	110601.px		/NSMS//Resources/Images/tblIcon.png				
11.07	معدل نمو الناتج المحلي الإجمالي لكل شخص عامل	GDP Growth Per Worker 			11				/NSMS//Resources/Images/ind.png	عبارة عن التغير في قيم الناتج المحلي الاجمالي مقسوم على عدد العمال الكلي	The change in the values of GDP divided on the total number of employees		
11.07.01	معدل نمو الناتج المحلي الإجمالي لكل شخص عامل حسب المنطقة	GDP Growth Per Worker by Region			11.07	MS	110701.px		/NSMS//Resources/Images/tblIcon.png				
12	الاسعار والأرقام القياسية	Prices and Indices										1	7
12.01	 معدل التضخم	Inflation Rate			12				/NSMS//Resources/Images/ind.png	هو الارتفاع المستمر والملموس في المستوى العام للأسعار في دولة ما.  	The overall general upward price movement of goods and services in an economy		
12.01.01	معدل التضخم حسب المنطقة	Inflation Rate by Region			12.01	MS	120101.px		/NSMS//Resources/Images/tblIcon.png				
12.02	الرقم القياسي لأسعار المستهلك (غلاء المعيشة)	Consumer Price Index			12				/NSMS//Resources/Images/ind.png	هو عبارة عن وسيلة إحصائية لقياس التغيرات في أسعار السلع والخدمات ضمن سلة المستهلك بين فترة زمنية تسمي فترة المقارنة وأخرى تسمى فترة الأساس.	It is a statistical tool that is used to measure the average changes in the prices of goods and services that households consume between two different periods one is called the base period and the other is the comparison period		
12.02.01	الرقم القياسي لاسعار المستهلك حسب المنطقة والمجموعات الرئيسية	Consumer Price Index Numbers by Major Groups of Expenditure and Region			12.02	MS	120201.px		/NSMS//Resources/Images/tblIcon.png				
12.02.02	الرقم القياسي لاسعار المستهلك حسب المنطقة والشهر	Consumer Price Index Numbers by Month and Region			12.02	MS	120202.px		/NSMS//Resources/Images/tblIcon.png				
13	مؤشرات رأس المال	Capital Indicators										0	11
13.01	 رأس مال الشركات الجديدة المسجلة في الاراضي الفلسطينية، المحلي	Capital of new companies registered in the Palestinian territory, local 			13				/NSMS//Resources/Images/ind.png	راسمال الشركة مملوك من افراد يحملون الجنسية الفلسطينية او جوازات سفر فلسطينية.	Local capital: capital of the company owned by members of the Palestinian citizens or Palestinian passports		
13.01.01	قيمة رأس المال المحلي المصرح به للشركات الجديده المسجلة في وزارة الاقتصاد الوطني في الضفه الغربية حسب فئة راس المال والملكية	The value of local capital for new companies registered in the Ministry of National Economy in the West Bank by  capital group and Governorate			13.01	MS	130101.px		/NSMS//Resources/Images/tblIcon.png				
13.02	 رأس مال الشركات الجديدة المسجلة في الاراضي الفلسطينية،  الاجنبي	Capital of new companies registered in the Palestinian territory, foreign  in west bank and capital segment			13				/NSMS//Resources/Images/ind.png	رأسمال الشركة مملوك من افراد لا يحملون الجنسية أو الهوية الفلسطينية او جوازات سفر فلسطينية ويحصلون على اذن عمل سواء كان شخص معنوي(شركة) أو شخص طبيعي(افراد).	Foreign capital: capital of the company owned by members do not hold citizenship or identity of the Palestinian or Palestinian passports and get permission to work whether it is a legal entity (company) or a natural person (persons).		
13.02.01	قيمة رأس المال الاجنبي المصرح به للشركات الجديده المسجلة في وزارة الاقتصاد الوطني في الضفه الغربية حسب فئة راس المال والملكية،	The value of  foreign capital for new companies registered in the Ministry of National Economy in the West Bank by  capital group and Governorate			13.02	MS	130201.px		/NSMS//Resources/Images/tblIcon.png				
14	مالية الحكومة	Government Finance										0	12
14.01	العجز في الموازنة	Budget deficit			14				/NSMS//Resources/Images/ind.png	هو زيادة مبالغ النفقات عن مبالغ الايرادات	is the increase of expenses compared with revenues		
14.01.01	العجز في الموازنة  حسب النوع 	Budget deficit by type			14.01	MS	140101.px		/NSMS//Resources/Images/tblIcon.png				
15	الزراعة	Agriculture 										0	13
15.01	 الثروة الحيوانية	Number of Livestock			15				/NSMS//Resources/Images/ind.png	مؤشر يقيس اعداد الأبقار والأغنام (الضأن والماعز) والخيول والبغال والحمير والجمال والخنازير، وطيور المزرعة كالدجاج اللاحم والبياض، والحبش، والفر ...الخ، والنحل.	indicator measures the number of cattle, buffaloes, sheep, goats, pigs, horses, mules, asses, camels, poultry, rabbits, bees and other domesticated animals, as well as foxes, minks, etc.		
15.01.01	اعداد الثروة الحيوانية حسب نوع الثروة	Number of Livestock by Type			15.01	MS	150101.px		/NSMS//Resources/Images/tblIcon.png				
15.02	المياه المستغلة للاغراض الزراعية	The amount of water utilized for agricultural purposes			15				/NSMS//Resources/Images/ind.png	عبارة عن كمية المياه (الجوفية و السطحية و المعالجة ) المستخدمة في النشاطات الزراعية بشقيها النباتي و الحيواني	Is the amount of water (surface and groundwater and treatment) used in agricultural activities, both vegetation and animal		
15.02.01	كمية المياه المستغلة للاغراض الزراعية 	The amount of water utilized for agricultural purposes			15.02	MS	150201.px		/NSMS//Resources/Images/tblIcon.png				
15.03	نسبة مساحة الغابات والأحراش في فلسطين	Percent of Forests and Wooded Land Area in Palestine			15				/NSMS//Resources/Images/ind.png	مؤشر يقيس نسبة الأراضي المكسوة بالغابات والأحراج إلى المساحة الكلية للبلد	Indicator measures the percentage of land covered with forests and woodland to the total area of the country 		
15.03.01	نسبة مساحة الغابات والأحراش في فلسطين حسب المنطقة	Percent of Forests and Wooded Land Area in Palestine by Region			15.03	MS	150301.px		/NSMS//Resources/Images/tblIcon.png				
16	البيئة	Environment										0	
16.01	نصيب الفرد من انبعاثات غاز ثاني أكسيد الكربون	CO2 emissions per capita			16				/NSMS//Resources/Images/ind.png	يحسب بقسمة كمية ثاني أكسيد الكربون المنبعثة في الهواء خلال فترة زمنية محددة على مجموع عدد السكان لنفس الفترة	an indicator that focus on the average per capita of CO2 during a specific period of time		
16.01.01	نصيب الفرد من انبعاثات غاز ثاني أكسيد الكربون في فلسطين	CO2 emissions per capita in Palestine			16.01	MS	160101.px		/NSMS//Resources/Images/tblIcon.png				
17	السياحة	Tourisim indicators										0	
17.01	نسبة مساهمة الانفاق السياحي في الناتج المحلي الإجمالي	Tourism Expenditure as percent of GDP			17				/NSMS//Resources/Images/ind.png	هو عبارة عن كل ما ينفق من أجل مستلزمات الرحلة السياحية من مواصلات، طعام، شراء الهدايا وما شابه، سواءً كانت عملية الإنفاق خلال الرحلة أو وقت التحضير لها مقسوم على الناتج المحلي الاجمالي	It consists of all the trip needs to buy, including the transportation, food, gifts and else divided by GDP		
17.02	زائروا المواقع السياحية والاثرية	Number of Visitors to touristic places			17				/NSMS//Resources/Images/ind.png	مؤشر يرصد حجم زوار المواقع السياحية.	Indicator measures the number of visitors to tourist sites		
17.02.01	عدد زوار المواقع السياحية حسب نوع الزائر والمحافظة	 Number of Visitors by type of visitor and Governorate			17.02	MS	170201.px		/NSMS//Resources/Images/tblIcon.png				
18	المرأة والرجل	Gender										0	
18.01	نسبة البنات إلى البنين في مرحلة التعليم الاساسي	Ratios of girls to boys in basic education			18				/NSMS//Resources/Images/ind.png	نسبة عدد الفتيات المسجلات إلى البنين المسجلين في المرحلة الاساسية، بغض النظر عن الأعمار	is the ratio of the number of female students enrolled at primary  in public and private and UNRWA schools to the number of male students		
18.01.01	نسبة البنات إلى البنين في مرحلة التعليم الاساسي حسب المنطقة	 Ratios of girls to boys in basic education by region			18.01	MS	180101.px		/NSMS//Resources/Images/tblIcon.png				
18.02	نسبة البنات إلى البنين في مرحلة التعليم الثانوي	Ratios of girls to boys in secondary education			18				/NSMS//Resources/Images/ind.png	نسبة عدد الفتيات المسجلات إلى البنين المسجلين في المرحلة الثانوية، بغض النظر عن الأعمار	is the ratio of the number of female students enrolled at secondary  in public and private and UNRWA schools to the number of male students		
18.02.01	نسبة البنات إلى البنين في مرحلة التعليم الثانوي حسب المنطقة	Ratios of girls to boys in secondary education by region			18.02	MS	180201.px		/NSMS//Resources/Images/tblIcon.png				
18.03	نسبة البنات إلى البنين في مرحلة التعليم العالي	Ratios of girls to boys in tertiary education			18				/NSMS//Resources/Images/ind.png	نسبة عدد الفتيات المسجلات إلى البنين المسجلين، بغض النظر عن الأعمار	is the ratio of the number of female students enrolled at tertiary education in public and private and UNRWA institutions to the number of male students		
18.03.01	نسبة البنات إلى البنين في مرحلة التعليم العالي حسب المنطقة	Ratios of girls to boys in tertiary education by region			18.03	MS	180301.px		/NSMS//Resources/Images/tblIcon.png				
18.04	حصة النساء من الوظائف المدفوعة الأجر في القطاع غير الزراعي	Share of women in wage employment in the non-agricultural sector			18				/NSMS//Resources/Images/ind.png	 قسمة مجموع النساء المستخدمات بأجر في القطاع غير الزراعي على  مجموع العاملين في القطاع غير الزراعي 	Percentage of wage employees females in the non-agriculture sector (services sector) 		
18.04.01	حصة النساء من الوظائف المدفوعة الأجر في القطاع غير الزراعي حسب نوع التجمع والمنطقة	Share of women in wage employment in the non-agricultural sector by locality Type and Region			18.04	MS	180401.px		/NSMS//Resources/Images/tblIcon.png				
18.05	 نسبة المقاعد التي تشغلها النساء في البرلمانات الوطنية	Proportion of seats held by women in national parliament			18				/NSMS//Resources/Images/ind.png	 نسبة المقاعد التي تشغلها النساء في البرلمانات الوطنية	Number of seats held by women who have been elected to the Legislative Council 		
18.05.01	نسبة المقاعد التي تشغلها النساء في المجلس التشريعي الفلسطيني	Proportion of seats held by women in  the Palestinian Legislative Council			18.05	MS	180501.px		/NSMS//Resources/Images/tblIcon.png				
19	التعاون الدولي	International Cooperation										0	14
19.01	عدد الدول التي لديها تمثيل دبلوماسي في فلسطين	number of countries which have a deplomatic representation for Palestine			19				/NSMS//Resources/Images/ind.png	مؤشر يرصد عدد الدول التي لديها تمثيل دبلوماسي في فلسطين، حيث يقصد بالتمثيل الدبلوماسي هو تمثيل الدولة الموفدة، لدى الدولة المستقبلة، وحماية مصالحها، وإجراء المفاوضات وتوثيق العلاقات الودية والاقتصادية والثقافية بين البلدين، ومراقبة تطور الأحداث في الدولة المستقبلة، وتقديم تقارير دورية عنها.	The indicator focus on the number of representative offices in Palestine. 		
19.01.01	عدد الدول التي لديها تمثيل دبلوماسي في فلسطين حسب  المنطقة ومستوى التمثيل	Number of countries which have a diplomatic representation for Palestine			19.01	MS	190101.px		/NSMS//Resources/Images/tblIcon.png				
20	مؤشرات  التنمية الألفية	Millennium Development Goals (MDGs)										0	15
20.01	الهدف 1: القضاء على الفقر المدقع والجوع	Goal 1: Eradicate poverty and hunger			20				/NSMS//Resources/Images/ind.png				
20.01.01	 نسبة السكان الذين يقل دخلهم اليومي عن خط الفقر الوطني	Proportion of population below national poverty line			20.01				/NSMS//Resources/Images/ind.png	قسمة عدد الأسر التي يقل دخلها / استهلاكها عن خط الفقر الوطني على إجمالي عدد الأسر ضمن مجتمع البحث وتضرب النتيجة بمائة	Index measures the extent of poverty in the community		
